stock,period,datetime,open,high,low,close,volume,amount,day,raw_close,cum_dr,asof,new_event_day,new_dr
000001.SZ,1d,2016-01-04,9.057104731339988,9.07974749316834,8.475940511079006,8.551416383840174,563497.0,660376153.12,20160104,11.33,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-05,8.506130860183472,8.732558478466974,8.415559812870073,8.60424949477299,663269.0,755531353.7200001,20160105,11.4,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-06,8.619344669325223,8.725010891190855,8.596701907496874,8.702368129362506,515706.0,591698520.3600001,20160106,11.530000000000001,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-07,8.611797082049106,8.611797082049106,8.234417718243273,8.257060480071623,174761.0,194869493.47000003,20160107,10.94,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-08,8.460845336526774,8.521226034735706,8.226870130967157,8.392917051041724,747527.0,831334546.23,20160108,11.120000000000001,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-11,8.302346003728323,8.362726701937257,8.06082321089259,8.121203909101522,732013.0,800683640.99,20160111,10.76,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-12,8.17403702003434,8.234417718243273,8.030632861788124,8.158941845482106,561642.0,605970836.99,20160112,10.81,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-13,8.21932254369104,8.257060480071624,8.075918385444824,8.08346597272094,391709.0,424371697.73,20160113,10.71,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-14,7.99289492540754,8.15139425820599,7.909871465370257,8.128751496377639,666314.0,708535004.7,20160114,10.77,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-15,8.045728036340357,8.15139425820599,7.864585941713557,7.894776290818023,448202.0,474908142.0300001,20160115,10.459999999999999,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-18,7.804205243504623,7.9702521635791905,7.774014894400158,7.8570383544374405,421040.0,439917816.17999995,20160118,10.41,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-19,7.887228703541906,8.136299083653757,7.8570383544374405,8.08346597272094,501109.0,532074699.5,20160119,10.71,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-20,8.075918385444822,8.15139425820599,7.87968111626579,7.955156989026956,603752.0,640968946.8700001,20160120,10.54,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-21,7.909871465370257,8.113656321825406,7.78911006895239,7.78911006895239,606145.0,638127876.8299999,20160121,10.32,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-22,7.849490767161324,7.887228703541908,7.713634196191224,7.849490767161324,466752.0,482984450.37000006,20160122,10.4,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-25,7.849490767161324,7.87968111626579,7.796657656228507,7.826848005332973,376431.0,390734876.74,20160125,10.37,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-26,7.78911006895239,7.78911006895239,7.441921054251024,7.44946864152714,647901.0,653561593.37,20160126,9.87,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-27,7.49475416518384,7.532492101564424,7.245683785071991,7.457016228803257,569037.0,558510640.86,20160127,9.879999999999999,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-28,7.4117307051465575,7.464563816079375,7.283421721452575,7.31361207055704,302540.0,296055319.24,20160128,9.69,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-01-29,7.351350006937625,7.60796797432559,7.31361207055704,7.547587276116658,544435.0,540544459.55,20160129,10.0,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-01,7.532492101564424,7.555134863392774,7.351350006937625,7.396635530594325,417732.0,412635642.62999994,20160201,9.8,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-02,7.396635530594323,7.570230037945007,7.38154035604209,7.509849339736074,369104.0,367360499.7,20160202,9.95,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-03,7.4343734669749075,7.464563816079373,7.373992768765974,7.4343734669749075,274572.0,269997835.61,20160203,9.85,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-04,7.464563816079375,7.547587276116658,7.457016228803258,7.509849339736075,373099.0,370586187.52000004,20160204,9.950000000000001,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-05,7.517396927012191,7.524944514288308,7.4796589906316076,7.487206577907724,270893.0,269184383.53,20160205,9.92,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-15,7.290969308728691,7.4343734669749075,7.283421721452575,7.389087943318208,278499.0,271173372.44,20160215,9.790000000000001,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-16,7.426825879698791,7.570230037945007,7.419278292422674,7.555134863392774,428386.0,427507774.18,20160216,10.01,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-17,7.570230037945007,7.713634196191224,7.540039688840541,7.660801085258408,585167.0,590538918.7800001,20160217,10.15,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-18,7.683443847086757,7.713634196191224,7.615515561601707,7.615515561601707,406178.0,412337569.83000004,20160218,10.09,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-19,7.615515561601707,7.653253497982291,7.540039688840541,7.577777625221125,318898.0,320939651.99,20160219,10.040000000000001,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-22,7.645705910706175,7.781562481676274,7.592872799773358,7.766467307124041,617739.0,630251514.49,20160222,10.290000000000001,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-23,7.766467307124041,7.766467307124041,7.585325212497241,7.638158323430058,425874.0,432315311.35,20160223,10.120000000000001,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-24,7.592872799773358,7.660801085258408,7.555134863392774,7.660801085258408,300103.0,302498026.09,20160224,10.15,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-25,7.638158323430057,7.645705910706173,7.245683785071991,7.2985168960048075,622072.0,615004743.2700001,20160225,9.67,1.3249267128905788,20220722,20220722,1.017996
000001.SZ,1d,2016-02-26,7.373992768765974,7.419278292422674,7.290969308728691,7.389087943318208,392154.0,382634662.72,20160226,9.790000000000001,1.3249267128905788,20220722,20220722,1.017996
