stock,period,datetime,open,high,low,close,volume,amount,day,raw_close,cum_dr,asof,new_event_day,new_dr
000001.SZ,1d,2016-01-04,8.841642739422989,8.863746846271548,8.27430399697668,8.34798435313854,563497.0,660376153.12,20160104,11.33,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-05,8.303776139441423,8.524817207926999,8.215359712047194,8.399560602451839,663269.0,755531353.7200001,20160105,11.4,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-06,8.41429667368421,8.517449172310814,8.392192566835654,8.495345065462256,515706.0,591698520.3600001,20160106,11.530000000000001,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-07,8.406928638068026,8.406928638068026,8.038526857258734,8.060630964107292,174761.0,194869493.47000003,20160107,10.94,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-08,8.25956792574431,8.318512210673797,8.03115882164255,8.193255605198637,747527.0,831334546.23,20160108,11.120000000000001,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-11,8.104839177804406,8.163783462733893,7.86906203808646,7.928006323015946,732013.0,800683640.99,20160111,10.76,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-12,7.979582572329248,8.038526857258734,7.839589895621717,7.9648465010968765,561642.0,605970836.99,20160112,10.81,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-13,8.023790786026362,8.060630964107293,7.883798109318833,7.891166144935018,391709.0,424371697.73,20160113,10.71,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-14,7.802749717540787,7.9574784654806905,7.721701325762744,7.935374358632132,666314.0,708535004.7,20160114,10.77,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-15,7.854325966854089,7.9574784654806905,7.677493112065629,7.706965254530371,448202.0,474908142.0300001,20160115,10.459999999999999,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-18,7.618548827136142,7.780645610692231,7.589076684671399,7.670125076449443,421040.0,439917816.17999995,20160118,10.41,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-19,7.699597218914185,7.9427423942483175,7.670125076449443,7.891166144935018,501109.0,532074699.5,20160119,10.71,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-20,7.883798109318831,7.95747846548069,7.692229183298,7.765909539459858,603752.0,640968946.8700001,20160120,10.54,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-21,7.721701325762744,7.920638287399761,7.60381275590377,7.60381275590377,606145.0,638127876.8299999,20160121,10.32,1.3572138519570094,20230614,20230614,1.024369
000001.SZ,1d,2016-01-22,7.662757040833257,7.699597218914187,7.5301323997419125,7.662757040833257,466752.0,482984450.37000006,20160122,10.4,1.3572138519570094,20230614,20230614,1.024369
