stock,period,datetime,open,high,low,close,volume,amount,day,raw_close,cum_dr,asof,new_event_day,new_dr
000001.SZ,1d,2016-01-04,9.55212995168381,9.57601027656302,8.939201613117431,9.01880269604813,563497.0,660376153.12,20160104,11.33,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-05,8.97104204628971,9.209845295081806,8.875520746772873,9.07452345409962,663269.0,755531353.7200001,20160105,11.4,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-06,9.090443670685758,9.201885186788736,9.06656334580655,9.178004861909526,515706.0,591698520.3600001,20160106,11.530000000000001,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-07,9.082483562392689,9.082483562392689,8.684478147739197,8.708358472618405,174761.0,194869493.47000003,20160107,10.94,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-08,8.923281396531292,8.986962262875851,8.676518039446126,8.851640421893665,747527.0,831334546.23,20160108,11.120000000000001,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-11,8.756119122376825,8.819799988721384,8.50139565699859,8.565076523343148,732013.0,800683640.99,20160111,10.76,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-12,8.620797281394637,8.684478147739197,8.469555223826312,8.604877064808498,561642.0,605970836.99,20160112,10.81,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-13,8.668557931153057,8.708358472618407,8.51731587358473,8.525275981877801,391709.0,424371697.73,20160113,10.71,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-14,8.429754682360961,8.596916956515429,8.342193491137193,8.573036631636219,666314.0,708535004.7,20160114,10.77,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-15,8.48547544041245,8.596916956515429,8.294432841378773,8.326273274551053,448202.0,474908142.0300001,20160115,10.459999999999999,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-18,8.230751975034215,8.405874357481752,8.198911541861937,8.286472733085704,421040.0,439917816.17999995,20160118,10.41,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-19,8.318313166257983,8.580996739929288,8.286472733085704,8.525275981877801,501109.0,532074699.5,20160119,10.71,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-20,8.51731587358473,8.596916956515427,8.310353057964914,8.389954140895611,603752.0,640968946.8700001,20160120,10.54,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-21,8.342193491137193,8.557116415050078,8.214831758448076,8.214831758448076,606145.0,638127876.8299999,20160121,10.32,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-22,8.278512624792635,8.318313166257985,8.135230675517377,8.278512624792635,466752.0,482984450.37000006,20160122,10.4,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-25,8.278512624792635,8.310353057964914,8.222791866741145,8.254632299913425,376431.0,390734876.74,20160125,10.37,1.2562643159900364,20180712,20180712,1.016203
000001.SZ,1d,2016-01-26,8.214831758448076,8.214831758448076,7.848666776966863,7.856626885259932,647901.0,653561593.37,20160126,9.87,1.2562643159900364,20180712,20180712,1.016203
