code,name,trade_date,close,ma20,boll_mid,boll_upper,boll_lower,kdj_j,signal_buy_a,signal_buy_b_ready,signal_sell,note
561580,国证央企红利ETF,2026-07-27,1.206,1.1517,1.1517,1.2299,1.0735,82.6,False,False,False,观望
