code,name,trade_date,close,ma20,boll_mid,boll_upper,boll_lower,kdj_j,signal_buy_a,signal_buy_b_ready,signal_sell,note
561580,国证央企红利ETF,2026-07-28,1.214,1.158,1.158,1.2348,1.0813,89.89,False,False,False,观望
