code,name,leg,entry_date,exit_date,entry_price,exit_price,hold_days,ret_pct,exit_reason,shares,cost,proceeds,pnl,skipped,skip_reason
561580,国证央企红利ETF,floatB,2024-09-04,2024-09-04,0.874,0.874,0,0.0,跳过,0,0.0,0.0,0.0,True,空间不足2.5%(相对A跌1.13%)
561580,国证央企红利ETF,floatB,2024-09-05,2024-09-05,0.872,0.872,0,0.0,跳过,0,0.0,0.0,0.0,True,空间不足2.5%(相对A跌1.36%)
561580,国证央企红利ETF,floatB,2024-09-06,2024-09-06,0.866,0.866,0,0.0,跳过,0,0.0,0.0,0.0,True,空间不足2.5%(相对A跌2.04%)
561580,国证央企红利ETF,floatB,2025-01-10,2025-01-10,1.006,1.006,0,0.0,跳过,0,0.0,0.0,0.0,True,空间不足2.5%(相对A跌0.89%)
561580,国证央企红利ETF,floatB,2025-01-13,2025-01-13,0.996,0.996,0,0.0,跳过,0,0.0,0.0,0.0,True,空间不足2.5%(相对A跌1.87%)
561580,国证央企红利ETF,floatB,2026-06-11,2026-06-11,1.182,1.182,0,0.0,跳过,0,0.0,0.0,0.0,True,空间不足2.5%(相对A跌0.34%)
