i,buy_signal,buy_label,buy_signal_day,buy_open_day,buy_price,shares,cost,sell_signal,sell_label,sell_signal_day,sell_exec_day,sell_price,hold_calendar_days,ret_pct,pnl,price_source
1,hammer,长脚十字/假阴护盘,20250912,20250912,1.596,32000,51072.0,stall,贴线动能衰竭,20250917,20250917,1.585,5,-0.6892230576441177,-352.0,terminal
2,bounce,回踩收阳,20251020,20251020,1.5874031007751939,64500,102387.5,giveback,收盘最高回吐,20251030,20251030,1.616,10,1.801489439628863,1844.5,terminal
3,bounce,回踩收阳,20251105,20251105,1.6616893203883494,61800,102692.4,giveback,收盘最高回吐,20251111,20251111,1.687,6,1.523189642076738,1564.2,terminal
4,bounce,回踩收阳,20251111,20251111,1.687,30400,51284.8,giveback,收盘最高回吐,20251113,20251113,1.705,2,1.0669828097213998,547.2,terminal
5,hammer,长脚十字/假阴护盘,20260206,20260206,1.6064175824175824,63700,102328.8,giveback,收盘最高回吐,20260213,20260213,1.613,7,0.40975756580747796,419.3,terminal
6,bounce,回踩收阳,20260409,20260409,1.618,31600,51128.8,giveback,收盘最高回吐,20260430,20260430,1.633,21,0.9270704573547528,474.0,terminal
7,bounce,回踩收阳,20260710,20260710,1.5006783625730993,68400,102646.4,giveback,收盘最高回吐,20260717,20260717,1.508,7,0.4878885182529635,500.8,terminal
8,hammer,长脚十字/假阴护盘,20260721,20260721,1.549,33100,51271.9,stall,贴线动能衰竭,20260722,20260722,1.551,1,0.1291155584247903,66.2,terminal
9,engulf,放量反包,20260722,20260722,1.5678396946564885,65500,102693.5,take_profit,浮盈止盈,20260729,20260729,1.617,7,3.1355441191506768,3220.0,terminal
