名次,标的,得分,建议均线,均线来源,Δ盈亏,白名单,跨年轮次,成交年,盈利年,稳定性,年等权盈亏,胜率,利润因子,策略质量,trail占比,最大回撤,年化波动,贴线率,近期,未过原因,盈亏2021,盈亏2022,盈亏2023,盈亏2024,盈亏2025,盈亏2026
110,001979.SZ,22.83464566929134,EMA,compare,10115,,20,6,3,50,-425.6666666666667,65.01,0.88823246247429,0.19999999999999996,60,-16.5181,39.89110703086297,28.75536480686695,无近期,,3590,-2700,-2651,583,3328,-4704
111,601211.SH,22.79527559055118,SMA,compare,-2905,,24,6,2,33.33333333333333,1036.3333333333333,54.15833333333333,1.205900857644293,0.125,54.166666666666664,-15.801100000000002,26.38602315538551,37.33905579399141,无近期,,-1122,-4921,313,18882,-452,-6482
112,300628.SZ,21.41732283464567,EMA,compare,5910.859999999999,,22,5,3,60,-437.9066666666667,54.53181818181818,0.8930817533283768,0.2727272727272727,63.63636363636363,-17.6994,41.25350911722256,37.33905579399141,无近期,,642.85,-2414.29,0,1120,-2943,967
113,002007.SZ,21.08267716535433,SMA,compare,-12502,,23,4,2,50,31.5,56.48260869565217,1.0130841121495326,0.21739130434782616,60.86956521739131,-11.1388,27.28609140523742,65.23605150214593,无近期,,-70,728,-515,0,46,0
114,603501.SH,21.023622047244096,SMA,compare,-5861.439999999999,,11,6,3,50,579.6666666666666,45.445454545454545,1.2493652943449716,0,45.45454545454545,-12.792,44.53520094580558,22.746781115879827,无近期,,3827.41,-3927.41,125,-5087,11831,-3291
115,603288.SH,20.61023622047244,EMA,compare,14220.720000000001,,17,5,3,60,93.18833333333335,47.05294117647059,1.033144432259403,-0.17647058823529416,41.17647058823529,-9.5654,26.642108309635702,54.93562231759657,无近期,,-174.53,1050.83,905.83,0,-1284,61
116,000723.SZ,20.019685039370078,EMA,compare,602,,23,5,2,40,363.8333333333333,56.52608695652174,1.0911406145624583,0.21739130434782616,60.86956521739131,-13.760800000000001,49.37671338215918,32.18884120171674,无近期,,4157,-3931,0,-2784,9487,-4746
117,000001.SZ,19.606299212598426,SMA,compare,-6339.1,,13,2,1,50,177.66666666666666,53.84615384615385,1.1312646225834257,0.07692307692307687,53.84615384615385,-11.458,16.818744899563338,73.39055793991416,无近期,,0,0,0,5350,-4284,0
118,600690.SH,19.409448818897637,EMA,compare,7075,,20,6,3,50,95.83333333333333,54.989999999999995,1.0281517747858018,0.10000000000000003,55.00000000000001,-11.9867,20.629484352716503,57.93991416309014,无近期,,-4162,-4252,-3692,10851,710,1120
119,000895.SZ,18.89763779527559,SMA,compare,-4911,,27,6,2,33.33333333333333,-101.66666666666667,59.25555555555557,0.9717553363893133,0.37037037037037035,66.66666666666666,-8.04,25.19073879356521,56.22317596566524,无近期,,-24,-3626,1025,-859,3635,-761
120,600887.SH,18.700787401574804,EMA,compare,6865,,27,5,3,60,-244.33333333333334,48.15555555555556,0.952168096838396,0.07407407407407407,51.85185185185185,-18.032,22.35587485582817,61.37339055793991,无近期,,8290,-9016,0,1122,676,-2538
121,601899.SH,17.38188976377953,SMA,compare,-3796,,19,6,3,50,-586.5,63.152631578947364,0.8588674099623005,0.05263157894736842,52.63157894736842,-18.562,46.66256681473059,26.180257510729614,无近期,,-4119,1812,5112,-9281,-1813,4770
122,600809.SH,17.362204724409448,EMA,compare,846,,27,5,2,40,-265,62.95925925925927,0.9320135117800488,0.18518518518518517,59.25925925925925,-14.011399999999998,42.239505217551965,30.90128755364807,无近期,,5747,-2062,-1601,-4868,1194,0
123,300124.SZ,11.771653543307087,EMA,compare,13368.669999999998,,28,6,2,33.33333333333333,-758.6666666666666,57.13928571428572,0.8568463425372665,0.28571428571428575,64.28571428571429,-22.795,40.60955644459784,29.613733905579398,无近期,,7536,-4704,-9533,13801,-3450,-8202
124,600030.SH,9.015748031496065,EMA,compare,8036.430000000002,,28,6,2,33.33333333333333,-1505.805,60.714285714285715,0.7434880657954844,0.035714285714285754,50,-17.2195,20.058732712405146,53.21888412017167,无近期,,-8267.83,-1624,2385,1488,-392,-2624
125,601066.SH,6.141732283464567,EMA,compare,5494.5,,28,5,2,40,-2236.5833333333335,53.557142857142864,0.5219698993677087,0.07142857142857145,53.57142857142857,-25.086000000000002,33.47879333125376,44.20600858369099,无近期,,688,-3382,-12543,0,3012,-1194.5
126,002410.SZ,5.196850393700787,EMA,compare,1184.4400000000005,,18,5,2,40,-1713.1899999999998,50.00555555555556,0.5267805680213169,0,46.15384615384615,-15.184800000000001,33.270839731538146,30.90128755364807,无近期,,2228.57,154.29,0,-2043,-6902,-3717
127,603993.SH,3.6023622047244097,SMA,compare,-5473,,17,5,2,40,-2677.8333333333335,47.04705882352941,0.4747629944426283,-0.17647058823529416,41.17647058823529,-18.2719,52.93063692229529,22.317596566523605,无近期,,-7946,224,-1199,454,0,-7600
