名次,标的,得分,建议均线,均线来源,Δ盈亏,白名单,跨年轮次,成交年,盈利年,稳定性,年等权盈亏,胜率,利润因子,策略质量,trail占比,最大回撤,年化波动,贴线率,近期,未过原因,盈亏2021,盈亏2022,盈亏2023,盈亏2024,盈亏2025,盈亏2026
90,000768.SZ,33.031496062992126,EMA,compare,6071.550000000001,,20,5,2,40,205.01,60,1.0699804291923627,0.3999999999999999,70,-10.944099999999999,30.39034774333329,41.63090128755365,无近期,,0,1927.96,-392.58,-1444.15,-768.53,1907.36
91,600900.SH,32.55905511811024,EMA,compare,277.3600000000006,,45,6,2,33.33333333333333,950.025,59.97555555555556,1.1787524162300413,0.31111111111111106,60,-14.5541,19.875043152838394,79.39914163090128,无近期,,-3959.93,-2077.45,1136.3,13569.74,-2624.78,-343.73
92,600015.SH,32.24409448818897,SMA,compare,-2740.159999999999,,24,6,2,33.33333333333333,733.5649999999999,58.333333333333336,1.2271019386316682,0.3749999999999999,66.66666666666666,-14.601,19.28444686945149,59.227467811158796,无近期,,-3477.25,-2212.81,12900.83,4776.41,-3964.93,-3620.86
92,601888.SH,32.24409448818897,EMA,compare,450.7399999999993,,16,4,2,50,-304.8166666666668,62.475,0.8609758674660422,0.375,68.75,-12.0154,33.69012371291722,31.759656652360512,无近期,,-6007.72,-3371.82,1644.12,0,5906.52,0
94,002601.SZ,31.417322834645667,EMA,compare,1549.5799999999986,,26,5,3,60,-317.5650000000001,57.69230769230769,0.9196729058839253,0.30769230769230765,65.38461538461539,-14.749300000000002,33.305291416220605,41.63090128755365,无近期,,3897.02,0,-4328.64,2554.08,-5577.85,1550
95,603288.SH,31.299212598425196,EMA,compare,13370.73,,17,5,4,80,0.6783333333333511,47.05294117647059,1.0002539664315033,-0.17647058823529416,41.17647058823529,-9.123299999999999,26.946949425344872,56.22317596566524,无近期,,115.44,963.08,79.44,0,-1315.34,161.45
96,300496.SZ,29.409448818897634,EMA,compare,634.6100000000001,,10,5,3,60,-356.9199999999999,60.010000000000005,0.7684570398025281,0.2,60,-13.9291,47.40703155514193,32.61802575107296,无近期,,950.72,-6393.28,2508.54,2187.8,-1395.3,0
97,601390.SH,28.83858267716535,EMA,compare,9846.420000000002,,29,6,3,50,15.830000000000231,58.61724137931034,1.003231182647549,0.17241379310344823,58.620689655172406,-13.800799999999999,19.38773978233647,54.506437768240346,无近期,,9123.36,-4811.45,178.31,2436.42,-2023.73,-4807.93
98,002142.SZ,28.818897637795278,EMA,compare,1472.7599999999975,,34,6,2,33.33333333333333,-591.4166666666665,67.6470588235294,0.8692897851173427,0.3823529411764706,67.64705882352942,-13.028200000000002,24.982295251277527,54.506437768240346,无近期,,-465.96,-4008.06,-2237.03,-3590.87,1977.98,4775.44
98,000400.SZ,28.818897637795278,SMA,compare,-794.5800000000017,,20,4,2,50,-1588,70.01,0.6816738981617069,0.30000000000000004,65,-18.3803,35.46682272718294,30.90128755364807,无近期,,1348.89,-7496.49,1307.3,-4687.7,0,0
100,601229.SH,28.641732283464567,SMA,compare,-735.2599999999995,,21,5,2,40,333.0850000000001,57.142857142857146,1.1537216056808637,0.2857142857142857,57.14285714285714,-9.7996,19.78932616973403,61.80257510729614,无近期,,-3637.79,0,3718.1,6919.55,-4899.8,-101.55
101,000895.SZ,28.1496062992126,SMA,compare,-2090.9599999999987,,29,6,2,33.33333333333333,74.63999999999986,58.62068965517241,1.0177295600746017,0.3793103448275862,65.51724137931035,-16.8938,25.23136819405719,56.22317596566524,无近期,,-20.42,-8133.37,2176.78,-868.43,8148.65,-855.37
102,600309.SH,27.440944881889767,EMA,compare,2500.0299999999975,,22,5,2,40,864.1133333333329,54.52727272727273,1.2314178105854405,0.09090909090909088,50,-14.7975,29.435653705773174,33.47639484978541,无近期,,11852.81,-7078.47,5287.67,-386.87,-4490.46,0
103,000723.SZ,26.81102362204724,EMA,compare,601.4999999999991,,23,5,2,40,346.9633333333333,56.52608695652174,1.0873442364333603,0.21739130434782616,60.86956521739131,-13.6875,49.37443076155216,32.18884120171674,无近期,,4065.14,-3940.36,0,-2784,9487,-4746
104,000786.SZ,26.77165354330708,EMA,compare,8408.77,,23,6,3,50,-717.8749999999999,60.86521739130434,0.8047445189296614,0.30434782608695654,65.21739130434783,-9.719899999999999,44.26030611529531,40.772532188841204,无近期,,-2596.87,-4859.95,297.71,7070.35,-4717.82,499.33
105,603501.SH,26.456692913385826,SMA,compare,-2055.330000000001,,11,6,3,50,576.4816666666667,45.445454545454545,1.2502126766880308,0,45.45454545454545,-12.6669,44.54679826791399,22.746781115879827,无近期,,3770.31,-3871.55,123.78,-5032.9,11756.99,-3287.74
106,001979.SZ,25.03937007874016,EMA,compare,7963.649999999998,,22,6,3,50,-850.2333333333336,63.64545454545455,0.8045086331737517,0.18181818181818182,59.09090909090909,-15.6469,39.84187258177721,28.75536480686695,无近期,,511.35,-2560.26,-2245.3,547.02,3316.05,-4670.26
107,601618.SH,23.326771653543307,EMA,compare,1784.3699999999972,,21,5,2,40,-1539.9333333333336,66.65714285714286,0.7116940579569955,0.3333333333333333,66.66666666666666,-18.3807,20.475528716174672,46.3519313304721,无近期,,-2018.29,-9190.34,3330.84,-5176.81,3815,0
108,600690.SH,23.1496062992126,EMA,compare,5002.909999999999,,22,6,4,66.66666666666666,-937.7066666666668,54.54090909090908,0.7412290223234489,0.09090909090909083,54.54545454545454,-15.3557,19.913241842482996,59.65665236051502,无近期,,147.06,-3630.71,-6477.88,2535.94,724.11,1075.24
109,000166.SZ,22.95275590551181,SMA,compare,-1646.740000000001,,19,6,2,33.33333333333333,397.77666666666687,57.89473684210526,1.1415753345023218,0.10526315789473684,47.368421052631575,-12.746099999999998,18.58652143228232,64.8068669527897,无近期,,96.73,-4271.45,15420.67,-3286.25,-5476.57,-96.47
110,603993.SH,22.75590551181102,SMA,compare,-5522.799999999999,,15,5,3,60,-929.3316666666666,60.000000000000014,0.7190709170869779,0.06666666666666665,53.333333333333336,-17.1924,52.93063692229529,22.746781115879827,无近期,,1178.51,92.44,858.39,-149.07,0,-7556.26
111,000877.SZ,22.677165354330707,EMA,compare,3502.550000000001,,17,5,2,40,648.7150000000001,41.194117647058825,1.200339501772399,0.05882352941176472,52.94117647058824,-12.513,25.49109555621612,40.343347639484975,无近期,,-6256.49,-2853.2,-2515.02,4,15513,0
112,000733.SZ,22.283464566929133,EMA,compare,3161.539999999998,,21,5,3,60,-498.14833333333354,52.39523809523809,0.9011229197501418,-0.047619047619047616,47.61904761904761,-17.1681,48.07428387485071,33.047210300429185,无近期,,9233.24,-8169.64,0,1842.12,-6448.81,554.2
113,601766.SH,21.062992125984252,EMA,compare,566.46,,21,5,3,60,-750.9866666666667,52.39047619047619,0.7855517571409056,0.09523809523809529,52.38095238095239,-14.3766,25.986318237947664,56.22317596566524,无近期,,-5312.49,157.62,248.13,781.21,-380.39,0
114,600089.SH,19.724409448818896,EMA,compare,11861.9,,11,4,2,50,-578.9016666666668,54.53636363636363,0.7255566441743968,0.18181818181818177,54.54545454545454,-13.136800000000001,38.32365971830737,24.892703862660944,无近期,,0,378.92,-3254.11,-3218.65,2620.43,0
115,300124.SZ,18.858267716535433,EMA,compare,11846.189999999999,,28,6,2,33.33333333333333,-892.0416666666665,60.72142857142857,0.8277737840953043,0.28571428571428575,64.28571428571429,-21.6413,40.58569407154381,29.613733905579398,无近期,,7286.93,-3679.35,-7804.08,10428.37,-3415.34,-8168.78
116,300628.SZ,18.799212598425196,EMA,compare,4873.14,,23,6,3,50,-864.0233333333334,52.17391304347826,0.8216120890332594,0.2173913043478261,60.86956521739131,-16.3547,41.270324418445085,38.197424892703864,无近期,,461.09,-2062.39,-3955.59,1028.42,-1576.66,920.99
117,000596.SZ,18.661417322834644,EMA,compare,2641.370000000001,,27,5,2,40,-901.0199999999999,59.25185185185186,0.8103101146745695,0.2592592592592593,62.96296296296296,-14.338899999999999,52.53138451532385,27.467811158798284,无近期,,6150.27,-3865.23,1445.52,-3491.56,-5645.12,0
118,600886.SH,17.440944881889763,EMA,compare,502.78000000000156,,39,6,3,50,-1165.178333333333,51.26410256410257,0.8318063494813018,0.23076923076923073,58.97435897435898,-19.6883,20.55848985293857,51.50214592274678,无近期,,4532.38,-4144.24,3011.03,-1101.39,-9844.14,555.29
119,600887.SH,15.94488188976378,EMA,compare,4600.630000000001,,28,5,2,40,-590.3416666666666,53.59285714285715,0.8852309702220369,0.10714285714285715,53.57142857142857,-18.918,22.170500327447257,62.66094420600859,无近期,,6607.75,-9458.98,0,3228.87,-868.51,-3051.18
120,600926.SH,14.330708661417324,EMA,compare,13060.61,,30,6,2,33.33333333333333,-312.8166666666668,49.99333333333334,0.9285945812687938,0.13333333333333336,53.333333333333336,-15.8506,17.44877685908999,66.09442060085837,无近期,,-2748.76,-7005.16,-2500.5,9476.06,-3960.79,4862.25
121,300033.SZ,13.858267716535433,EMA,compare,5853.61,,18,5,2,40,-358.7833333333333,49.983333333333334,0.9258006409677524,-0.11111111111111116,44.44444444444444,-18.9193,41.40638154758044,34.33476394849785,无近期,,-9217.72,1957.87,-481.41,0,14972.83,-9384.27
122,000001.SZ,11.023622047244094,EMA,compare,289.8299999999999,,23,6,2,33.33333333333333,-1274.3516666666667,60.88260869565217,0.6807600357062633,0,47.82608695652174,-8.674999999999999,17.038995118926174,74.2489270386266,无近期,,-3108.68,847.51,-4337.52,1249.33,-1698.96,-597.79
123,600030.SH,9.921259842519687,EMA,compare,8163.74,,27,6,2,33.33333333333333,-1530.3116666666667,59.26666666666668,0.7225297713573055,0.07407407407407407,51.85185185185185,-16.5076,20.00153627295221,54.506437768240346,无近期,,-7909.13,-1349.64,2066.88,1329.58,-706.41,-2613.15
124,002032.SZ,9.625984251968504,EMA,compare,8376.54,,29,6,2,33.33333333333333,-1481.5116666666665,55.182758620689654,0.7382437350078065,0.17241379310344823,58.620689655172406,-11.6227,27.748743975484707,48.927038626609445,无近期,,1137,-3443.59,3527.25,-5727.84,-3129.38,-1252.51
125,002410.SZ,8.543307086614174,EMA,compare,1406.08,,19,5,2,40,-1472.6049999999998,52.63684210526316,0.58607696873476,0,47.368421052631575,-14.5595,33.26993120154985,32.61802575107296,无近期,,1991.5,147.57,0,-1979.62,-5234.85,-3760.23
126,601066.SH,7.9921259842519685,EMA,compare,2008.7400000000016,,27,5,2,40,-2323.103333333333,51.83703703703704,0.49941119325395184,0.11111111111111116,55.55555555555556,-25.5307,32.81666195167314,44.63519313304721,无近期,,648.09,-3584.24,-12765.37,0,2962.77,-1199.87
127,600036.SH,7.95275590551181,EMA,compare,4232.900000000001,,23,5,2,40,-1014.6650000000001,43.47826086956522,0.753154802764768,-0.08695652173913043,43.47826086956522,-19.6704,20.124762402284972,67.38197424892704,无近期,,-9835.2,-1420.94,-4977.33,7569.85,2575.63,0
