代码,名称,品种类型,行业,多空,操作时间,操作类型,操作价格,当前价格,盈利,买入权重(%),当前权重(%),数量,交易费用,市值,业务类型
600350,山东高速,股票,交通运输,-,2023-03-23 00:00:00,买入,5.22,5.22,0.00,0.00%,0.00%,9500,0.00,49555.76,买入
600350,山东高速,股票,交通运输,-,2023-04-12 00:00:00,买入,5.32,5.32,0.00,0.00%,0.00%,9400,0.00,49969.59,买入
600350,山东高速,股票,交通运输,-,2023-05-05 00:00:00,卖出,6.29,6.29,19440.82,0.00%,0.00%,18900,0.00,118966.17,卖出
600350,山东高速,股票,交通运输,-,2023-07-04 00:00:00,买入,5.55,5.55,0.00,0.00%,0.00%,9000,0.00,49977.38,买入
600350,山东高速,股票,交通运输,-,2023-07-20 00:00:00,卖出,5.67,5.67,1029.64,0.00%,0.00%,9000,0.00,51007.02,卖出
600350,山东高速,股票,交通运输,-,2023-07-26 00:00:00,买入,5.74,5.74,0.00,0.00%,0.00%,8700,0.00,49919.30,买入
600350,山东高速,股票,交通运输,-,2023-08-24 00:00:00,卖出,5.97,5.97,1990.65,0.00%,0.00%,8700,0.00,51909.94,卖出
600350,山东高速,股票,交通运输,-,2023-08-30 00:00:00,买入,5.93,5.93,0.00,0.00%,0.00%,8400,0.00,49824.25,买入
600350,山东高速,股票,交通运输,-,2023-09-14 00:00:00,买入,6.30,6.30,0.00,0.00%,0.00%,7900,0.00,49778.49,买入
600350,山东高速,股票,交通运输,-,2023-09-18 00:00:00,卖出,6.22,6.22,2439.47,0.00%,0.00%,8400,0.00,52263.72,卖出
600350,山东高速,股票,交通运输,-,2023-10-30 00:00:00,卖出,5.74,5.74,-4449.47,0.00%,0.00%,7900,0.00,45329.02,卖出
600350,山东高速,股票,交通运输,-,2023-11-02 00:00:00,买入,5.86,5.86,0.00,0.00%,0.00%,8500,0.00,49818.97,买入
600350,山东高速,股票,交通运输,-,2023-11-14 00:00:00,卖出,5.72,5.72,-1196.85,0.00%,0.00%,8500,0.00,48622.12,卖出
600350,山东高速,股票,交通运输,-,2023-11-23 00:00:00,买入,5.91,5.91,0.00,0.00%,0.00%,8400,0.00,49602.48,买入
600350,山东高速,股票,交通运输,-,2023-12-25 00:00:00,买入,6.19,6.19,0.00,0.00%,0.00%,8000,0.00,49493.36,买入
600350,山东高速,股票,交通运输,-,2023-12-28 00:00:00,卖出,6.10,6.10,1626.31,0.00%,0.00%,8400,0.00,51228.79,卖出
600350,山东高速,股票,交通运输,-,2024-01-08 00:00:00,卖出,6.44,6.44,2041.69,0.00%,0.00%,8000,0.00,51535.05,卖出
600350,山东高速,股票,交通运输,-,2024-01-11 00:00:00,买入,6.47,6.47,0.00,0.00%,0.00%,7700,0.00,49805.77,买入
600350,山东高速,股票,交通运输,-,2024-01-30 00:00:00,卖出,6.69,6.69,1694.07,0.00%,0.00%,7700,0.00,51499.84,卖出
600350,山东高速,股票,交通运输,-,2024-10-14 00:00:00,买入,8.11,8.11,0.00,0.00%,0.00%,6100,0.00,49496.62,买入
600350,山东高速,股票,交通运输,-,2024-10-23 00:00:00,卖出,8.32,8.32,1238.82,0.00%,0.00%,6100,0.00,50735.44,卖出
600350,山东高速,股票,交通运输,-,2024-10-24 00:00:00,买入,8.21,8.21,0.00,0.00%,0.00%,6000,0.00,49239.07,买入
600350,山东高速,股票,交通运输,-,2024-11-11 00:00:00,卖出,8.29,8.29,498.48,0.00%,0.00%,6000,0.00,49737.55,卖出
600350,山东高速,股票,交通运输,-,2024-11-13 00:00:00,买入,8.17,8.17,0.00,0.00%,0.00%,6100,0.00,49834.48,买入
600350,山东高速,股票,交通运输,-,2024-11-22 00:00:00,卖出,8.50,8.50,2027.17,0.00%,0.00%,6100,0.00,51861.64,卖出
600350,山东高速,股票,交通运输,-,2024-11-25 00:00:00,买入,8.42,8.42,0.00,0.00%,0.00%,5900,0.00,49671.09,买入
600350,山东高速,股票,交通运输,-,2024-12-09 00:00:00,买入,9.07,9.07,0.00,0.00%,0.00%,5500,0.00,49857.56,买入
600350,山东高速,股票,交通运输,-,2024-12-11 00:00:00,卖出,8.73,8.73,1851.77,0.00%,0.00%,5900,0.00,51522.86,卖出
600350,山东高速,股票,交通运输,-,2024-12-17 00:00:00,卖出,9.09,9.09,152.31,0.00%,0.00%,5500,0.00,50009.87,卖出
600350,山东高速,股票,交通运输,-,2024-12-26 00:00:00,买入,9.14,9.14,0.00,0.00%,0.00%,5400,0.00,49349.84,买入
600350,山东高速,股票,交通运输,-,2025-01-02 00:00:00,卖出,9.16,9.16,99.70,0.00%,0.00%,5400,0.00,49449.54,卖出
600350,山东高速,股票,交通运输,-,2025-01-21 00:00:00,买入,8.88,8.88,0.00,0.00%,0.00%,5600,0.00,49730.17,买入
600350,山东高速,股票,交通运输,-,2025-01-24 00:00:00,卖出,9.07,9.07,1085.59,0.00%,0.00%,5600,0.00,50815.75,卖出
600350,山东高速,股票,交通运输,-,2025-02-12 00:00:00,买入,8.91,8.91,0.00,0.00%,0.00%,5600,0.00,49885.25,买入
600350,山东高速,股票,交通运输,-,2025-02-21 00:00:00,卖出,9.40,9.40,2739.81,0.00%,0.00%,5600,0.00,52625.06,卖出
600350,山东高速,股票,交通运输,-,2025-02-24 00:00:00,买入,9.40,9.40,0.00,0.00%,0.00%,5300,0.00,49805.86,买入
600350,山东高速,股票,交通运输,-,2025-03-31 00:00:00,买入,9.84,9.84,0.00,0.00%,0.00%,5000,0.00,49202.14,买入
600350,山东高速,股票,交通运输,-,2025-04-02 00:00:00,卖出,9.66,9.66,1369.91,0.00%,0.00%,5300,0.00,51175.77,卖出
600350,山东高速,股票,交通运输,-,2025-05-12 00:00:00,卖出,9.98,9.98,692.34,0.00%,0.00%,5000,0.00,49894.48,卖出
600350,山东高速,股票,交通运输,-,2025-07-01 00:00:00,买入,9.88,9.88,0.00,0.00%,0.00%,5000,0.00,49386.77,买入
600350,山东高速,股票,交通运输,-,2025-08-05 00:00:00,卖出,9.38,9.38,-2490.44,0.00%,0.00%,5000,0.00,46896.32,卖出
600350,山东高速,股票,交通运输,-,2026-01-09 00:00:00,买入,9.16,9.16,0.00,0.00%,0.00%,5400,0.00,49452.03,买入
600350,山东高速,股票,交通运输,-,2026-01-13 00:00:00,卖出,9.30,9.30,780.00,0.00%,0.00%,5400,0.00,50232.03,卖出
600350,山东高速,股票,交通运输,-,2026-01-15 00:00:00,买入,9.23,9.23,0.00,0.00%,0.00%,5400,0.00,49868.03,买入
600350,山东高速,股票,交通运输,-,2026-01-23 00:00:00,卖出,9.48,9.48,1300.00,0.00%,0.00%,5400,0.00,51168.03,卖出
600350,山东高速,股票,交通运输,-,2026-01-26 00:00:00,买入,9.58,9.58,0.00,0.00%,0.00%,5200,0.00,49823.73,买入
600350,山东高速,股票,交通运输,-,2026-01-30 00:00:00,卖出,9.65,9.65,350.52,0.00%,0.00%,5200,0.00,50174.25,卖出
600350,山东高速,股票,交通运输,-,2026-02-03 00:00:00,买入,9.80,9.80,0.00,0.00%,0.00%,5100,0.00,49995.14,买入
600350,山东高速,股票,交通运输,-,2026-03-20 00:00:00,卖出,9.95,9.95,736.67,0.00%,0.00%,5100,0.00,50731.80,卖出
600350,山东高速,股票,交通运输,-,2026-04-09 00:00:00,买入,9.90,9.90,0.00,0.00%,0.00%,5000,0.00,49496.32,买入
600350,山东高速,股票,交通运输,-,2026-04-23 00:00:00,买入,10.54,10.54,0.00,0.00%,0.00%,4700,0.00,49558.91,买入
