代码,名称,品种类型,行业,多空,操作时间,操作类型,操作价格,当前价格,盈利,买入权重(%),当前权重(%),数量,交易费用,市值,业务类型
601398,工商银行,股票,银行,-,2023-03-27 00:00:00,买入,3.66,3.66,0.00,0.00%,0.00%,13600,0.00,49824.15,买入
601398,工商银行,股票,银行,-,2023-04-12 00:00:00,买入,3.79,3.79,0.00,0.00%,0.00%,13200,0.00,49985.15,买入
601398,工商银行,股票,银行,-,2023-04-21 00:00:00,卖出,3.86,3.86,2602.26,0.00%,0.00%,13200,0.00,50961.00,卖出
601398,工商银行,股票,银行,-,2023-05-10 00:00:00,卖出,4.13,4.13,4741.25,0.00%,0.00%,13600,0.00,56191.82,卖出
601398,工商银行,股票,银行,-,2023-07-19 00:00:00,买入,3.99,3.99,0.00,0.00%,0.00%,12500,0.00,49894.60,买入
601398,工商银行,股票,银行,-,2023-07-31 00:00:00,买入,4.18,4.18,0.00,0.00%,0.00%,11900,0.00,49687.15,买入
601398,工商银行,股票,银行,-,2023-08-02 00:00:00,卖出,4.09,4.09,1203.60,0.00%,0.00%,12500,0.00,51098.20,卖出
601398,工商银行,股票,银行,-,2023-09-12 00:00:00,卖出,4.03,4.03,-1770.82,0.00%,0.00%,11900,0.00,47916.33,卖出
601398,工商银行,股票,银行,-,2023-09-18 00:00:00,买入,4.06,4.06,0.00,0.00%,0.00%,12300,0.00,49957.63,买入
601398,工商银行,股票,银行,-,2023-10-16 00:00:00,买入,4.31,4.31,0.00,0.00%,0.00%,11600,0.00,49957.63,买入
601398,工商银行,股票,银行,-,2023-10-19 00:00:00,卖出,4.23,4.23,2045.68,0.00%,0.00%,12300,0.00,52003.31,卖出
601398,工商银行,股票,银行,-,2023-12-06 00:00:00,卖出,4.11,4.11,-2233.88,0.00%,0.00%,11600,0.00,47723.75,卖出
601398,工商银行,股票,银行,-,2023-12-14 00:00:00,买入,4.18,4.18,0.00,0.00%,0.00%,11900,0.00,49687.15,买入
601398,工商银行,股票,银行,-,2024-01-10 00:00:00,卖出,4.25,4.25,833.33,0.00%,0.00%,11900,0.00,50520.47,卖出
601398,工商银行,股票,银行,-,2024-01-15 00:00:00,买入,4.25,4.25,0.00,0.00%,0.00%,11700,0.00,49773.81,买入
601398,工商银行,股票,银行,-,2024-01-25 00:00:00,买入,4.39,4.39,0.00,0.00%,0.00%,11400,0.00,49994.39,买入
601398,工商银行,股票,银行,-,2024-02-08 00:00:00,卖出,4.52,4.52,4569.30,0.00%,0.00%,23100,0.00,104337.50,卖出
601398,工商银行,股票,银行,-,2024-05-27 00:00:00,买入,4.80,4.80,0.00,0.00%,0.00%,10400,0.00,49887.60,买入
601398,工商银行,股票,银行,-,2024-06-26 00:00:00,买入,4.93,4.93,0.00,0.00%,0.00%,10100,0.00,49774.68,买入
601398,工商银行,股票,银行,-,2024-07-31 00:00:00,卖出,5.39,5.39,10838.31,0.00%,0.00%,20500,0.00,110500.59,卖出
601398,工商银行,股票,银行,-,2024-11-25 00:00:00,买入,5.59,5.59,0.00,0.00%,0.00%,8900,0.00,49777.56,买入
601398,工商银行,股票,银行,-,2024-12-16 00:00:00,买入,6.02,6.02,0.00,0.00%,0.00%,8300,0.00,49939.73,买入
601398,工商银行,股票,银行,-,2025-01-02 00:00:00,卖出,6.27,6.27,5582.85,0.00%,0.00%,8300,0.00,52004.62,卖出
601398,工商银行,股票,银行,-,2025-01-03 00:00:00,卖出,6.18,6.18,1730.42,0.00%,0.00%,8900,0.00,55025.93,卖出
601398,工商银行,股票,银行,-,2025-04-11 00:00:00,买入,6.40,6.40,0.00,0.00%,0.00%,7800,0.00,49906.91,买入
601398,工商银行,股票,银行,-,2025-04-30 00:00:00,卖出,6.60,6.60,1541.24,0.00%,0.00%,7800,0.00,51448.15,卖出
601398,工商银行,股票,银行,-,2025-05-27 00:00:00,买入,6.64,6.64,0.00,0.00%,0.00%,7500,0.00,49822.23,买入
601398,工商银行,股票,银行,-,2025-06-27 00:00:00,卖出,7.06,7.06,3105.07,0.00%,0.00%,7500,0.00,52927.30,卖出
601398,工商银行,股票,银行,-,2025-09-08 00:00:00,买入,7.10,7.10,0.00,0.00%,0.00%,7000,0.00,49733.58,买入
601398,工商银行,股票,银行,-,2025-11-10 00:00:00,买入,7.80,7.80,0.00,0.00%,0.00%,6400,0.00,49894.88,买入
601398,工商银行,股票,银行,-,2025-11-14 00:00:00,卖出,7.92,7.92,5222.99,0.00%,0.00%,6400,0.00,50693.69,卖出
601398,工商银行,股票,银行,-,2025-12-03 00:00:00,卖出,7.73,7.73,-55.69,0.00%,0.00%,7000,0.00,54102.07,卖出
601398,工商银行,股票,银行,-,2025-12-22 00:00:00,买入,7.71,7.71,0.00,0.00%,0.00%,6400,0.00,49348.40,买入
601398,工商银行,股票,银行,-,2026-01-23 00:00:00,卖出,7.05,7.05,-4253.09,0.00%,0.00%,6400,0.00,45095.31,卖出
601398,工商银行,股票,银行,-,2026-04-28 00:00:00,买入,7.36,7.36,0.00,0.00%,0.00%,6700,0.00,49304.43,买入
601398,工商银行,股票,银行,-,2026-05-07 00:00:00,卖出,7.22,7.22,-916.68,0.00%,0.00%,6700,0.00,48387.74,卖出
601398,工商银行,股票,银行,-,2026-06-17 00:00:00,买入,7.36,7.36,0.00,0.00%,0.00%,6700,0.00,49312.00,买入
601398,工商银行,股票,银行,-,2026-06-23 00:00:00,卖出,7.38,7.38,134.00,0.00%,0.00%,6700,0.00,49446.00,卖出
601398,工商银行,股票,银行,-,2026-08-07 00:00:00,买入,7.53,7.53,0.00,0.00%,0.00%,6600,0.00,49698.00,买入
601398,工商银行,股票,银行,-,2026-08-21 00:00:00,买入,7.77,7.77,0.00,0.00%,0.00%,6400,0.00,49728.00,买入
